(A1) CITY,(A2) PROVINCE,(B3) GENDER,(B4) AGE,(B5) RELIGION,(B6) ETHNIC,(B7) EDUCATION LEVEL,(B8) LIVED IN URBAN AREA (YEARS),(B9) OCCUPATION,(B10) SOCIAL CLAS,(B11) HOUSEHOLD MEMBER,(C12) HOUSEHOLD INCOME (MONTHLY IN MILLION IDR),(C13) TIME OF INCOME RECEIPT,(C14) HOUSEHOLD EXPENDITURE (MONTHLY IN MILLION IDR),(C15) % MONTHLY EXPENDITURE FOR FOOD,(D16) HEALTH FACTOR,(D17) PRICE FACTOR),(E18) RELIGIOUS VALUE IN TYPE OF FOOD,(E19) RELIGIOUS VALUE IN EATING PLACES,(E20) RELIGIOUS VALUE IN CONSUMPTION PATTERN,(E21) CUSTOM VALUE IN TYPE OF FOOD,(E22) CUSTOM VALUE IN EATING PLACES,(E23) CUSTOM VALUE IN CONSUMPTION PATTERN,(24) PRACTICE OF FOOD CONSUMPTION BASED ON RELIGIOUS RULES,(25) PRACTICE OF FOOD CONSUMPTION BASED ON CUSTOM RULES,(E26) BUYING FOOD PRODUCT IN THE RIGHT PLACE BASED ON RELIGIOUS RULES,(E27 TYPE OF DISHES VARIATION BASED ON RELIGIOUS RULES,(E28) PRACTICE OF CONSUMING TRADITIONAL FOOD,age,urban_years,education_score,social_class_score,household_member,income_million_idr,income_receipt_score,expenditure_million_idr,food_expenditure_pct,income_per_capita,expenditure_per_capita,food_spending_million_idr,non_food_spending_million_idr,saving_gap_million_idr,urban_life_ratio,PC1,PC2,cluster
Jakarta,DKI Jakarta,Female,31,Islam,Java,Senior High School,31,Private Employees,Lower Class,5,03:08:00,Daily,03:02:00,57,Disagree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,31,31,3,1,5,3.8,1,3.2,57,0.76,0.64,1.824,1.3760000000000001,0.5999999999999996,1.0,-1.8405818040628243,-0.34138541921776616,2
Jakarta,DKI Jakarta,Female,36,Islam,Java,Bachelor degree,32,Private Employees,Lower Class,6,04:02:00,Weekly,04:01:00,43,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,36,32,5,1,6,4.2,2,4.1,43,0.7000000000000001,0.6833333333333332,1.763,2.3369999999999997,0.10000000000000053,0.8888888888888888,-1.2550490279601683,-0.5278180066166979,2
Jakarta,DKI Jakarta,Male,24,Islam,Java,Senior High School,24,Private Employees,Middle Class,5,05:08:00,Weekly,05:05:00,38,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,24,24,3,2,5,5.8,2,5.5,38,1.16,1.1,2.09,3.41,0.2999999999999998,1.0,-0.08404385044399319,0.2207291112341238,1
Jakarta,DKI Jakarta,Female,63,Islam,Other,Senior High School,32,Private Employees,Lower Class,5,03:01:00,Daily,02:08:00,61,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,63,32,3,1,5,3.1,1,2.8,61,0.62,0.5599999999999999,1.7079999999999997,1.092,0.30000000000000027,0.5079365079365079,-2.111614527385484,-0.21492201227217225,2
Jakarta,DKI Jakarta,Male,43,Protestant,Batak,Primary School,43,Government Employees,Lower Class,6,03:04:00,Daily,03:01:00,58,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,43,43,1,1,6,3.4,1,3.1,58,0.5666666666666667,0.5166666666666667,1.798,1.302,0.2999999999999998,1.0,-1.9403791609562462,-0.2871951090073896,2
Jakarta,DKI Jakarta,Female,47,Protestant,Java,Senior High School,47,Government Employees,Lower Class,6,04:01:00,Weekly,05:03:00,34,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,47,47,3,1,6,4.1,2,5.3,34,0.6833333333333332,0.8833333333333333,1.8019999999999998,3.498,-1.2000000000000002,1.0,-0.8410377092229022,-0.6746129327599778,1
Jakarta,DKI Jakarta,Female,28,Catholic,Java,Senior High School,28,Enterpreneur,Upper Class,7,13:00:00,Monthly,11:08:00,26,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,28,28,3,3,7,13.0,3,11.8,26,1.8571428571428572,1.6857142857142857,3.068,8.732000000000001,1.1999999999999993,1.0,2.7820743769724223,-0.1152744115715085,3
Jakarta,DKI Jakarta,Female,48,Islam,Java,Senior High School,31,Enterpreneur,Lower Class,6,03:02:00,Daily,02:06:00,57,Disagree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,48,31,3,1,6,3.2,1,2.6,57,0.5333333333333333,0.43333333333333335,1.4820000000000002,1.1179999999999999,0.6000000000000001,0.6458333333333334,-2.011422721909348,-0.22057373830987517,2
Jakarta,DKI Jakarta,Female,36,Islam,Java,Senior High School,36,Enterpreneur,Upper Class,6,10:03:00,Monthly,10:00:00,24,Neither agree nor disagree,Disagree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,36,36,3,3,6,10.3,3,10.0,24,1.7166666666666668,1.6666666666666667,2.4,7.6,0.3000000000000007,1.0,2.1986048575191406,0.3295469608605623,3
Jakarta,DKI Jakarta,Female,39,Protestant,Other,Bachelor degree,19,Private Employees,Upper Class,7,14:02:00,Monthly,13:09:00,27,Strongly Agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,39,19,5,3,7,14.2,3,13.9,27,2.0285714285714285,1.9857142857142858,3.753,10.147,0.29999999999999893,0.48717948717948717,3.2232559160155665,-0.4438617087594576,3
Jakarta,DKI Jakarta,Male,53,Catholic,Batak,Master and doctoral degree,12,Private Employees,Lower Class,8,03:04:00,Daily,03:01:00,67,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,53,12,6,1,8,3.4,1,3.1,67,0.425,0.3875,2.077,1.0230000000000001,0.2999999999999998,0.22641509433962265,-2.1978238834741735,-0.251593340163574,2
Jakarta,DKI Jakarta,Male,57,Islam,Java,Primary School,22,Private Employees,Middle Class,7,04:01:00,Weekly,04:04:00,36,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,57,22,1,2,7,4.1,2,4.4,36,0.5857142857142856,0.6285714285714287,1.584,2.8160000000000003,-0.3000000000000007,0.38596491228070173,-0.42548006432598773,0.49450424464168424,1
Jakarta,DKI Jakarta,Female,46,Islam,Java,Bachelor degree,22,Private Employees,Lower Class,7,05:08:00,Weekly,05:04:00,42,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,46,22,5,1,7,5.8,2,5.4,42,0.8285714285714285,0.7714285714285715,2.2680000000000002,3.132,0.39999999999999947,0.4782608695652174,-0.8135698353736995,-0.8236316786428565,1
Jakarta,DKI Jakarta,Female,53,Islam,Java,Bachelor degree,22,Private Employees,Lower Class,7,02:03:00,Daily,01:09:00,73,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly Agree,53,22,5,1,7,2.3,1,1.9,73,0.32857142857142857,0.2714285714285714,1.3869999999999998,0.5130000000000001,0.3999999999999999,0.41509433962264153,-2.696895900373502,0.0037314415596505185,2
Jakarta,DKI Jakarta,Male,58,Islam,Java,Bachelor degree,28,Private Employees,Middle Class,7,04:02:00,Weekly,04:05:00,41,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Agree,58,28,5,2,7,4.2,2,4.5,41,0.6,0.6428571428571429,1.845,2.6550000000000002,-0.2999999999999998,0.4827586206896552,-0.5400314238615268,0.4941477249591555,1
Jakarta,DKI Jakarta,Female,62,Catholic,Java,Senior High School,11,Private Employees,Middle Class,5,05:09:00,Weekly,04:05:00,33,Agree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,62,11,3,2,5,5.9,2,4.5,33,1.1800000000000002,0.9,1.485,3.0149999999999997,1.4000000000000004,0.1774193548387097,-0.06911789581587093,0.29193913307237407,1
Jakarta,DKI Jakarta,Male,41,Islam,Bugis,Bachelor degree,25,Teacher‎/Lecturer,Upper Class,6,11:04:00,Monthly,11:00:00,19,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,41,25,5,3,6,11.4,3,11.0,19,1.9000000000000001,1.8333333333333333,2.09,8.91,0.40000000000000036,0.6097560975609756,2.6406042002456425,0.09838230622352276,3
Jakarta,DKI Jakarta,Male,61,Islam,Java,Primary School,34,Teacher‎/Lecturer,Lower Class,6,03:00:00,Daily,02:06:00,69,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,61,34,1,1,6,3.0,1,2.6,69,0.5,0.43333333333333335,1.794,0.806,0.3999999999999999,0.5573770491803278,-2.38316161954459,-0.15303852787458497,2
Jakarta,DKI Jakarta,Female,23,Islam,Java,Bachelor degree,23,Government Employees,Upper Class,6,15:07:00,Monthly,15:03:00,23,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,23,23,5,3,6,15.7,3,15.3,23,2.6166666666666667,2.5500000000000003,3.519,11.781,0.3999999999999986,1.0,3.7505442348044253,-0.7516117319080005,3
Jakarta,DKI Jakarta,Female,27,Protestant,Batak,Senior High School,27,Government Employees,Upper Class,6,13:02:00,Monthly,12:08:00,25,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,27,27,3,3,6,13.2,3,12.8,25,2.1999999999999997,2.1333333333333333,3.2,9.600000000000001,0.3999999999999986,1.0,2.981497138773261,-0.24031822393760646,3
Jakarta,DKI Jakarta,Female,38,Protestant,Batak,Master and doctoral degree,12,Government Employees,Lower Class,6,03:04:00,Daily,03:01:00,57,Disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,38,12,6,1,6,3.4,1,3.1,57,0.5666666666666667,0.5166666666666667,1.7670000000000001,1.333,0.2999999999999998,0.3157894736842105,-1.9117741917875877,-0.2911508611011469,2
Jakarta,DKI Jakarta,Female,24,Protestant,Java,Bachelor degree,24,Government Employees,Upper Class,7,06:08:00,Weekly,06:05:00,43,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,24,24,5,3,7,6.8,2,6.5,43,0.9714285714285714,0.9285714285714286,2.795,3.705,0.2999999999999998,1.0,0.6585384225432409,1.1094410559379817,1
Jakarta,DKI Jakarta,Female,33,Islam,Batak,Senior High School,32,Government Employees,Lower Class,5,04:08:00,Weekly,04:05:00,38,Neither agree nor disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,33,32,3,1,5,4.8,2,4.5,38,0.96,0.9,1.71,2.79,0.2999999999999998,0.9696969696969697,-0.9696509692745202,-0.6482040730009477,2
Jakarta,DKI Jakarta,Female,27,Islam,Other,Master and doctoral degree,27,Police Officer‎/Army,Lower Class,6,02:09:00,Daily,02:06:00,61,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,27,27,6,1,6,2.9,1,2.6,61,0.48333333333333334,0.43333333333333335,1.5859999999999999,1.0140000000000002,0.2999999999999998,1.0,-2.1685615000009917,-0.17465145196954193,2
Jakarta,DKI Jakarta,Female,54,Islam,Other,Senior High School,24,Police Officer‎/Army,Lower Class,5,03:05:00,Daily,03:02:00,58,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,54,24,3,1,5,3.5,1,3.2,58,0.7,0.64,1.8560000000000003,1.3439999999999999,0.2999999999999998,0.4444444444444444,-1.9119056746484924,-0.30733038915870486,2
Jakarta,DKI Jakarta,Female,30,Protestant,Java,Senior High School,30,Private Employees,Middle Class,5,05:07:00,Weekly,05:04:00,34,Disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,30,30,3,2,5,5.7,2,5.4,34,1.1400000000000001,1.08,1.8360000000000003,3.564,0.2999999999999998,1.0,0.0019025399228873418,0.22504138301040974,1
Jakarta,DKI Jakarta,Female,61,Catholic,Sunda,Bachelor degree,31,Private Employees,Upper Class,6,11:03:00,Monthly,11:00:00,26,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,61,31,5,3,6,11.3,3,11.0,26,1.8833333333333335,1.8333333333333333,2.86,8.14,0.3000000000000007,0.5081967213114754,2.426129782259362,0.13610566353492506,3
Jakarta,DKI Jakarta,Male,24,Islam,Java,Bachelor degree,24,Government Employees,Lower Class,6,02:07:00,Daily,02:03:00,57,Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Agree,24,24,5,1,6,2.7,1,2.3,57,0.45,0.3833333333333333,1.311,0.9889999999999999,0.40000000000000036,1.0,-2.1253224484439492,-0.14010171254572693,2
Jakarta,DKI Jakarta,Male,33,Islam,Java,Bachelor degree,33,Police Officer‎/Army,Upper Class,7,10:01:00,Monthly,09:07:00,24,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,33,33,5,3,7,10.1,3,9.7,24,1.4428571428571428,1.3857142857142857,2.328,7.372,0.40000000000000036,1.0,2.127424032401548,0.37991970865940666,3
Jakarta,DKI Jakarta,Female,31,Protestant,Java,Diploma,31,Private Employees,Upper Class,6,12:05:00,Monthly,12:01:00,27,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Agree,31,31,4,3,6,12.5,3,12.1,27,2.0833333333333335,2.0166666666666666,3.267,8.833,0.40000000000000036,1.0,2.7249727962816666,-0.09145975869088582,3
Jakarta,DKI Jakarta,Male,25,Protestant,Java,Diploma,25,Private Employees,Lower Class,6,03:02:00,Daily,02:08:00,67,Neither agree nor disagree,Disagree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,25,25,4,1,6,3.2,1,2.8,67,0.5333333333333333,0.4666666666666666,1.876,0.9239999999999999,0.40000000000000036,1.0,-2.2690047085917655,-0.2012205923647298,2
Jakarta,DKI Jakarta,Female,34,Islam,Java,Bachelor degree,24,Private Employees,Middle Class,7,06:02:00,Weekly,05:08:00,36,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,34,24,5,2,7,6.2,2,5.8,36,0.8857142857142858,0.8285714285714285,2.0879999999999996,3.712,0.40000000000000036,0.7058823529411765,0.0728261806222555,0.14237867393756234,1
Jakarta,DKI Jakarta,Male,28,Islam,Java,Master and doctoral degree,22,Enterpreneur,Upper Class,8,06:04:00,Weekly,06:00:00,42,Strongly Agree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,28,22,6,3,8,6.4,2,6.0,42,0.8,0.75,2.52,3.48,0.40000000000000036,0.7857142857142857,0.5590155939788,1.1961286119456989,1
Jakarta,DKI Jakarta,Male,35,Islam,Java,Bachelor degree,15,Enterpreneur,Lower Class,7,03:07:00,Daily,03:03:00,73,Neither agree nor disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,35,15,5,1,7,3.7,1,3.3,73,0.5285714285714286,0.4714285714285714,2.409,0.891,0.40000000000000036,0.42857142857142855,-2.2982670920649473,-0.27816248055876197,2
Jakarta,DKI Jakarta,Male,63,Islam,Java,Bachelor degree,32,Enterpreneur,Middle Class,7,05:09:00,Weekly,05:05:00,41,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,63,32,5,2,7,5.9,2,5.5,41,0.8428571428571429,0.7857142857142857,2.255,3.245,0.40000000000000036,0.5079365079365079,-0.15561912414429904,0.22256327486029426,1
Jakarta,DKI Jakarta,Female,41,Islam,Sunda,Bachelor degree,21,Enterpreneur,Middle Class,7,06:07:00,Weekly,06:03:00,33,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,41,21,5,2,7,6.7,2,6.3,33,0.9571428571428572,0.9,2.079,4.221,0.40000000000000036,0.5121951219512195,0.3010085196670008,0.029835016899714604,1
Jakarta,DKI Jakarta,Female,30,Islam,Java,Bachelor degree,30,Government Employees,Upper Class,7,10:09:00,Monthly,10:05:00,19,Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,30,30,5,3,7,10.9,3,10.5,19,1.5571428571428572,1.5,1.995,8.504999999999999,0.40000000000000036,1.0,2.4982367687068727,0.19905870698009867,3
Jakarta,DKI Jakarta,Female,27,Catholic,Batak,Senior High School,27,Government Employees,Lower Class,5,03:09:00,Daily,03:05:00,69,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,27,27,3,1,5,3.9,1,3.5,69,0.78,0.7,2.415,1.085,0.3999999999999999,1.0,-2.126900242774805,-0.33425604923642144,2
Jakarta,DKI Jakarta,Female,32,Catholic,Batak,Diploma,22,Government Employees,Upper Class,6,09:08:00,Monthly,09:04:00,23,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,32,22,4,3,6,9.8,3,9.4,23,1.6333333333333335,1.5666666666666667,2.1620000000000004,7.2379999999999995,0.40000000000000036,0.6875,2.0706085426469456,0.4363697970195946,3
Jakarta,DKI Jakarta,Female,29,Islam,Java,Bachelor degree,29,Government Employees,Upper Class,6,09:06:00,Monthly,09:02:00,25,Agree,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,29,29,5,3,6,9.6,3,9.2,25,1.5999999999999999,1.5333333333333332,2.3,6.8999999999999995,0.40000000000000036,1.0,1.9564516316941203,0.48455186150973967,3
Jakarta,DKI Jakarta,Male,31,Islam,Java,Bachelor degree,31,Government Employees,Lower Class,6,03:06:00,Daily,03:02:00,58,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,31,31,5,1,6,3.6,1,3.2,58,0.6,0.5333333333333333,1.8560000000000003,1.3439999999999999,0.3999999999999999,1.0,-1.8976660408428225,-0.3173634818138062,2
Jakarta,DKI Jakarta,Female,27,Islam,Sunda,Bachelor degree,27,Private Employees,Middle Class,6,05:07:00,Weekly,05:03:00,44,Disagree,Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,27,27,5,2,6,5.7,2,5.3,44,0.9500000000000001,0.8833333333333333,2.332,2.968,0.40000000000000036,1.0,-0.2983810042657826,0.2747010914441965,1
Jakarta,DKI Jakarta,Female,37,Islam,Java,Bachelor degree,37,Private Employees,Middle Class,6,06:04:00,Weekly,06:00:00,35,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,37,37,5,2,6,6.4,2,6.0,35,1.0666666666666667,1.0,2.1,3.9,0.40000000000000036,1.0,0.15837812240642193,0.09815236154117467,1
Jakarta,DKI Jakarta,Male,36,Islam,Java,Senior High School,16,Private Employees,Lower Class,5,03:04:00,Daily,03:00:00,59,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,36,16,3,1,5,3.4,1,3.0,59,0.6799999999999999,0.6,1.77,1.23,0.3999999999999999,0.4444444444444444,-1.983217982626989,-0.27313716941741845,2
Jakarta,DKI Jakarta,Male,38,Islam,Java,Diploma,18,Private Employees,Lower Class,6,02:09:00,Daily,02:05:00,65,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,38,18,4,1,6,2.9,1,2.5,65,0.48333333333333334,0.4166666666666667,1.625,0.875,0.3999999999999999,0.47368421052631576,-2.2972152291777097,-0.14872625609829895,2
Jakarta,DKI Jakarta,Female,63,Protestant,Bugis,Senior High School,23,Enterpreneur,Middle Class,5,05:06:00,Weekly,05:02:00,41,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,63,23,3,2,5,5.6,2,5.2,41,1.1199999999999999,1.04,2.132,3.068,0.39999999999999947,0.36507936507936506,-0.24103958306756082,0.28296911531423985,1
Jakarta,DKI Jakarta,Male,40,Protestant,Other,Senior High School,20,Enterpreneur,Upper Class,5,11:02:00,Monthly,10:08:00,26,Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,40,20,3,3,5,11.2,3,10.8,26,2.2399999999999998,2.16,2.8080000000000003,7.992000000000001,0.3999999999999986,0.5,2.383422443449524,0.16634313118245406,3
Jakarta,DKI Jakarta,Male,30,Islam,Java,Bachelor degree,30,Enterpreneur,Lower Class,6,03:07:00,Daily,03:03:00,76,Neither agree nor disagree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,30,30,5,1,6,3.7,1,3.3,76,0.6166666666666667,0.5499999999999999,2.508,0.7919999999999998,0.40000000000000036,1.0,-2.3840819995709235,-0.26629522427749014,2
Jakarta,DKI Jakarta,Male,33,Islam,Java,Master and doctoral degree,33,Enterpreneur,Upper Class,6,10:06:00,Monthly,10:02:00,22,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,33,33,6,3,6,10.6,3,10.2,22,1.7666666666666666,1.7,2.2439999999999998,7.9559999999999995,0.40000000000000036,1.0,2.327001402277635,0.2713318037153161,3
Jakarta,DKI Jakarta,Female,29,Islam,Java,Bachelor degree,29,Enterpreneur,Upper Class,7,11:02:00,Monthly,11:01:00,18,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,29,29,5,3,7,11.2,3,11.1,18,1.5999999999999999,1.5857142857142856,1.9979999999999998,9.102,0.09999999999999964,1.0,2.654963754305045,0.10439055194375427,3
Jakarta,DKI Jakarta,Female,27,Islam,Java,Master and doctoral degree,27,Enterpreneur,Lower Class,6,03:08:00,Daily,03:07:00,57,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,27,27,6,1,6,3.8,1,3.7,57,0.6333333333333333,0.6166666666666667,2.109,1.5910000000000002,0.09999999999999964,1.0,-1.769412541552404,-0.3918963566988352,2
Jakarta,DKI Jakarta,Female,31,Islam,Java,Diploma,31,Government Employees,Middle Class,6,06:02:00,Weekly,06:01:00,43,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,31,31,4,2,6,6.2,2,6.1,43,1.0333333333333334,1.0166666666666666,2.623,3.4769999999999994,0.10000000000000053,1.0,-0.08470704605210241,0.13976237610522196,1
