(A1) CITY,(A2) PROVINCE,(B3) GENDER,(B4) AGE,(B5) RELIGION,(B6) ETHNIC,(B7) EDUCATION LEVEL,(B8) LIVED IN URBAN AREA (YEARS),(B9) OCCUPATION,(B10) SOCIAL CLAS,(B11) HOUSEHOLD MEMBER,(C12) HOUSEHOLD INCOME (MONTHLY IN MILLION IDR),(C13) TIME OF INCOME RECEIPT,(C14) HOUSEHOLD EXPENDITURE (MONTHLY IN MILLION IDR),(C15) % MONTHLY EXPENDITURE FOR FOOD,(D16) HEALTH FACTOR,(D17) PRICE FACTOR),(E18) RELIGIOUS VALUE IN TYPE OF FOOD,(E19) RELIGIOUS VALUE IN EATING PLACES,(E20) RELIGIOUS VALUE IN CONSUMPTION PATTERN,(E21) CUSTOM VALUE IN TYPE OF FOOD,(E22) CUSTOM VALUE IN EATING PLACES,(E23) CUSTOM VALUE IN CONSUMPTION PATTERN,(24) PRACTICE OF FOOD CONSUMPTION BASED ON RELIGIOUS RULES,(25) PRACTICE OF FOOD CONSUMPTION BASED ON CUSTOM RULES,(E26) BUYING FOOD PRODUCT IN THE RIGHT PLACE BASED ON RELIGIOUS RULES,(E27 TYPE OF DISHES VARIATION BASED ON RELIGIOUS RULES,(E28) PRACTICE OF CONSUMING TRADITIONAL FOOD,age,urban_years,education_score,social_class_score,household_member,income_million_idr,income_receipt_score,expenditure_million_idr,food_expenditure_pct,income_per_capita,expenditure_per_capita,food_spending_million_idr,non_food_spending_million_idr,saving_gap_million_idr,urban_life_ratio,PC1,PC2,cluster
Jakarta,DKI Jakarta,Female,54,Protestant,Java,Bachelor degree,10,Enterpreneur,Lower Class,7,03:04:00,Daily,03:00:00,58,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,54,10,5,1,7,3.4,1,3.0,58,0.4857142857142857,0.42857142857142855,1.74,1.26,0.3999999999999999,0.18518518518518517,-1.9546130134583304,-0.27709292151117576,2
Jakarta,DKI Jakarta,Female,47,Islam,Minang,Bachelor degree,47,Enterpreneur,Middle Class,7,05:06:00,Weekly,05:02:00,34,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,47,47,5,2,7,5.6,2,5.2,34,0.7999999999999999,0.7428571428571429,1.768,3.4320000000000004,0.39999999999999947,1.0,-0.040804798886950724,0.2552788506579388,1
Jakarta,DKI Jakarta,Female,28,Islam,Java,Bachelor degree,28,Government Employees,Upper Class,7,12:01:00,Monthly,11:07:00,26,Agree,Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,28,28,5,3,7,12.1,3,11.7,26,1.7285714285714284,1.6714285714285713,3.042,8.658,0.40000000000000036,1.0,2.6396838202193096,-0.01487439017938238,3
Jakarta,DKI Jakarta,Male,48,Islam,Java,Senior High School,28,Government Employees,Lower Class,5,02:09:00,Daily,02:05:00,57,Disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,48,28,3,1,5,2.9,1,2.5,57,0.58,0.5,1.425,1.075,0.3999999999999999,0.5833333333333334,-2.068375475828441,-0.18037227284835725,2
Jakarta,DKI Jakarta,Male,25,Islam,Java,Diploma,25,Government Employees,Upper Class,6,10:03:00,Monthly,09:09:00,24,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,25,25,4,3,6,10.3,3,9.9,24,1.7166666666666668,1.6500000000000001,2.3760000000000003,7.524,0.40000000000000036,1.0,2.184371005017056,0.3396491483567761,3
Jakarta,DKI Jakarta,Male,39,Catholic,Batak,Diploma,39,Government Employees,Upper Class,6,14:02:00,Monthly,13:08:00,27,Strongly Agree,Strongly Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,39,39,4,3,6,14.2,3,13.8,27,2.3666666666666667,2.3000000000000003,3.7260000000000004,10.074,0.3999999999999986,1.0,3.2090220635134825,-0.43375952126324385,3
Jakarta,DKI Jakarta,Male,53,Protestant,Java,Diploma,21,Government Employees,Lower Class,6,03:04:00,Daily,03:00:00,67,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,53,21,4,1,6,3.4,1,3.0,67,0.5666666666666667,0.5,2.01,0.9900000000000002,0.3999999999999999,0.39622641509433965,-2.2120577359762574,-0.24149115266736013,2
Jakarta,DKI Jakarta,Female,57,Protestant,Java,Diploma,12,Private Employees,Middle Class,6,06:07:00,Weekly,06:03:00,36,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,57,12,4,2,6,6.7,2,6.3,36,1.1166666666666667,1.05,2.268,4.032,0.40000000000000036,0.21052631578947367,0.215193612161025,0.04170227318098648,1
Jakarta,DKI Jakarta,Male,46,Islam,Java,Diploma,34,Private Employees,Middle Class,6,05:08:00,Weekly,05:04:00,42,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,46,34,4,2,6,5.8,2,5.4,42,0.9666666666666667,0.9,2.2680000000000002,3.132,0.39999999999999947,0.7391304347826086,-0.21269757962071154,0.24665430710536673,1
Jakarta,DKI Jakarta,Male,53,Islam,Java,Bachelor degree,37,Private Employees,Lower Class,7,02:03:00,Daily,01:09:00,73,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,53,37,5,1,7,2.3,1,1.9,73,0.32857142857142857,0.2714285714285714,1.3869999999999998,0.5130000000000001,0.3999999999999999,0.6981132075471698,-2.696895900373502,0.0037314415596505185,2
Jakarta,DKI Jakarta,Male,58,Islam,Java,Diploma,21,Private Employees,Middle Class,6,04:09:00,Weekly,04:05:00,41,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,58,21,4,2,6,4.9,2,4.5,41,0.8166666666666668,0.75,1.845,2.6550000000000002,0.40000000000000036,0.3620689655172414,-0.440353987221838,0.42391607637344597,1
Jakarta,DKI Jakarta,Female,62,Islam,Java,Master and doctoral degree,15,Enterpreneur,Middle Class,6,05:09:00,Weekly,05:05:00,33,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,62,15,6,2,6,5.9,2,5.5,33,0.9833333333333334,0.9166666666666666,1.815,3.685,0.40000000000000036,0.24193548387096775,0.07322062920496966,0.19091725811023594,1
Jakarta,DKI Jakarta,Female,33,Protestant,Java,Bachelor degree,33,Enterpreneur,Upper Class,6,11:04:00,Monthly,11:00:00,19,Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,33,33,5,3,6,11.4,3,11.0,19,1.9000000000000001,1.8333333333333333,2.09,8.91,0.40000000000000036,1.0,2.6406042002456425,0.09838230622352276,3
Jakarta,DKI Jakarta,Female,37,Protestant,Java,Diploma,37,Enterpreneur,Lower Class,6,03:00:00,Daily,02:06:00,69,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,37,37,4,1,6,3.0,1,2.6,69,0.5,0.43333333333333335,1.794,0.806,0.3999999999999999,1.0,-2.38316161954459,-0.15303852787458497,2
Jakarta,DKI Jakarta,Female,32,Protestant,Java,Diploma,32,Enterpreneur,Upper Class,6,15:07:00,Monthly,15:03:00,23,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,32,32,4,3,6,15.7,3,15.3,23,2.6166666666666667,2.5500000000000003,3.519,11.781,0.3999999999999986,1.0,3.7505442348044253,-0.7516117319080005,3
Jakarta,DKI Jakarta,Female,35,Protestant,Java,Senior High School,35,Enterpreneur,Upper Class,5,13:02:00,Monthly,13:01:00,25,Neither agree nor disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,35,35,3,3,5,13.2,3,13.1,25,2.6399999999999997,2.62,3.275,9.825,0.09999999999999964,1.0,3.024198696279513,-0.2706247864262478,3
Jakarta,DKI Jakarta,Male,31,Catholic,Other,Diploma,31,Enterpreneur,Lower Class,6,03:04:00,Daily,03:03:00,57,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,31,31,4,1,6,3.4,1,3.3,57,0.5666666666666667,0.5499999999999999,1.881,1.4189999999999998,0.10000000000000009,1.0,-1.8833064867834195,-0.31135523609357457,2
Jakarta,DKI Jakarta,Male,27,Islam,Minang,Senior High School,23,Government Employees,Middle Class,5,06:08:00,Weekly,06:07:00,43,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,27,23,3,2,5,6.8,2,6.7,43,1.3599999999999999,1.34,2.8810000000000002,3.819,0.09999999999999964,0.8518518518518519,0.08613387179442102,0.018950695197330905,1
Jakarta,DKI Jakarta,Female,49,Islam,Minang,Senior High School,21,Government Employees,Middle Class,5,04:08:00,Weekly,04:07:00,38,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,49,21,3,2,5,4.8,2,4.7,38,0.96,0.9400000000000001,1.786,2.914,0.09999999999999964,0.42857142857142855,-0.340311008517364,0.40187753775484786,1
Jakarta,DKI Jakarta,Female,55,Islam,Sunda,Diploma,12,Government Employees,Lower Class,6,02:09:00,Daily,02:08:00,61,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,55,12,4,1,6,2.9,1,2.8,61,0.48333333333333334,0.4666666666666666,1.7079999999999997,1.092,0.10000000000000009,0.21818181818181817,-2.1400937949968237,-0.19485582696196949,2
Jakarta,DKI Jakarta,Female,54,Islam,Java,Diploma,15,Government Employees,Lower Class,6,03:05:00,Daily,03:04:00,58,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,54,15,4,1,6,3.5,1,3.4,58,0.5833333333333334,0.5666666666666667,1.972,1.428,0.10000000000000009,0.2777777777777778,-1.8834379696443242,-0.3275347641511324,2
Jakarta,DKI Jakarta,Female,47,Islam,Java,Bachelor degree,21,Government Employees,Middle Class,7,05:07:00,Weekly,05:06:00,34,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,47,21,5,2,7,5.7,2,5.6,34,0.8142857142857143,0.7999999999999999,1.9039999999999997,3.6959999999999997,0.10000000000000053,0.44680851063829785,0.03037024492705535,0.2048370080179822,1
Jakarta,DKI Jakarta,Male,28,Islam,Java,Diploma,28,Government Employees,Upper Class,6,11:03:00,Monthly,11:02:00,26,Neither agree nor disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,28,28,4,3,6,11.3,3,11.2,26,1.8833333333333335,1.8666666666666665,2.912,8.288,0.10000000000000142,1.0,2.45459748726353,0.11590128854249751,3
Jakarta,DKI Jakarta,Female,48,Catholic,Madura,Diploma,48,Government Employees,Lower Class,6,02:07:00,Daily,02:06:00,57,Neither agree nor disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,48,48,4,1,6,2.7,1,2.6,57,0.45,0.43333333333333335,1.4820000000000002,1.1179999999999999,0.10000000000000009,1.0,-2.082620890937697,-0.1704082750343683,2
Jakarta,DKI Jakarta,Male,26,Catholic,Java,Bachelor degree,26,Enterpreneur,Upper Class,7,10:01:00,Monthly,10:00:00,24,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,26,26,5,3,7,10.1,3,10.0,24,1.4428571428571428,1.4285714285714286,2.4,7.6,0.09999999999999964,1.0,2.1701255899078005,0.34961314617076517,3
Jakarta,DKI Jakarta,Female,39,Protestant,Java,Master and doctoral degree,39,Enterpreneur,Upper Class,8,12:05:00,Monthly,12:04:00,27,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,39,39,6,3,8,12.5,3,12.4,27,1.5625,1.55,3.3480000000000003,9.052,0.09999999999999964,1.0,2.7676743537879185,-0.12176632117952743,3
Jakarta,DKI Jakarta,Female,53,Islam,Java,Bachelor degree,25,Enterpreneur,Lower Class,7,03:02:00,Daily,03:01:00,67,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,53,25,5,1,7,3.2,1,3.1,67,0.4571428571428572,0.4428571428571429,2.077,1.0230000000000001,0.10000000000000009,0.4716981132075472,-2.226303151085513,-0.2315271548533713,2
Jakarta,DKI Jakarta,Male,57,Islam,Sunda,Bachelor degree,32,Enterpreneur,Middle Class,7,06:02:00,Weekly,06:01:00,36,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Agree,57,32,5,2,7,6.2,2,6.1,36,0.8857142857142858,0.8714285714285713,2.1959999999999997,3.904,0.10000000000000053,0.5614035087719298,0.11552773812850767,0.11207211144892093,1
Jakarta,DKI Jakarta,Female,46,Islam,Sunda,Bachelor degree,36,Enterpreneur,Middle Class,7,06:04:00,Weekly,06:03:00,42,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,46,36,5,2,7,6.4,2,6.3,42,0.9142857142857144,0.9,2.6459999999999995,3.6540000000000004,0.10000000000000053,0.782608695652174,0.0008448957320640438,0.09553606370883427,1
Jakarta,DKI Jakarta,Male,53,Islam,Minang,Bachelor degree,32,Enterpreneur,Lower Class,7,03:07:00,Daily,03:06:00,73,Neither agree nor disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,53,32,5,1,7,3.7,1,3.6,73,0.5285714285714286,0.5142857142857143,2.628,0.972,0.10000000000000009,0.6037735849056604,-2.2555655345586954,-0.30846904304740336,2
Jakarta,DKI Jakarta,Female,58,Islam,Minang,Senior High School,21,Independent Worker,Middle Class,5,05:09:00,Weekly,05:08:00,41,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,58,21,3,2,5,5.9,2,5.8,41,1.1800000000000002,1.16,2.3779999999999997,3.422,0.10000000000000053,0.3620689655172414,-0.11291756663804688,0.19225671237165284,1
Jakarta,DKI Jakarta,Female,62,Islam,Java,Diploma,22,Independent Worker,Middle Class,6,06:07:00,Weekly,06:06:00,33,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,62,22,4,2,6,6.7,2,6.6,33,1.1166666666666667,1.0999999999999999,2.178,4.422,0.10000000000000053,0.3548387096774194,0.34371007717325297,-0.0004715455889268135,1
Jakarta,DKI Jakarta,Female,49,Protestant,Java,Master and doctoral degree,29,Independent Worker,Upper Class,6,10:09:00,Monthly,10:08:00,19,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,49,29,6,3,6,10.9,3,10.8,19,1.8166666666666667,1.8,2.052,8.748000000000001,0.09999999999999964,0.5918367346938775,2.540938326213125,0.16875214449145717,3
Jakarta,DKI Jakarta,Male,38,Protestant,Java,Bachelor degree,28,Independent Worker,Lower Class,6,03:09:00,Daily,03:08:00,69,Neither agree nor disagree,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,38,28,5,1,6,3.9,1,3.8,69,0.65,0.6333333333333333,2.622,1.178,0.10000000000000009,0.7368421052631579,-2.0841986852685532,-0.3645626117250628,2
Jakarta,DKI Jakarta,Female,25,Protestant,Java,Bachelor degree,25,Independent Worker,Upper Class,6,09:08:00,Monthly,09:07:00,23,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,25,25,5,3,6,9.8,3,9.7,23,1.6333333333333335,1.6166666666666665,2.231,7.468999999999999,0.10000000000000142,1.0,2.1133101001531975,0.4060632345309532,3
Jakarta,DKI Jakarta,Female,33,Islam,Java,Master and doctoral degree,33,Independent Worker,Upper Class,6,09:06:00,Monthly,09:05:00,25,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,33,33,6,3,6,9.6,3,9.5,25,1.5999999999999999,1.5833333333333333,2.375,7.125,0.09999999999999964,1.0,1.9991531892003724,0.45424529902109817,3
Jakarta,DKI Jakarta,Female,62,Islam,Sunda,Bachelor degree,24,Private Employees,Lower Class,7,03:06:00,Daily,03:03:00,58,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,62,24,5,1,7,3.6,1,3.3,58,0.5142857142857143,0.4714285714285714,1.9139999999999997,1.3860000000000001,0.30000000000000027,0.3870967741935484,-1.8834321883407386,-0.32746566931002,2
Jakarta,DKI Jakarta,Male,25,Islam,Java,Master and doctoral degree,25,Private Employees,Middle Class,6,05:07:00,Weekly,05:04:00,44,Disagree,Disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,25,25,6,2,6,5.7,2,5.4,44,0.9500000000000001,0.9,2.3760000000000003,3.024,0.2999999999999998,1.0,-0.2841471517636985,0.26459890394798263,1
Jakarta,DKI Jakarta,Male,61,Islam,Java,Master and doctoral degree,26,Private Employees,Middle Class,6,06:04:00,Weekly,06:01:00,35,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,61,26,6,2,6,6.4,2,6.1,35,1.0666666666666667,1.0166666666666666,2.135,3.965,0.3000000000000007,0.4262295081967213,0.17261197490850594,0.08805017404496089,1
Jakarta,DKI Jakarta,Male,32,Islam,Minang,Bachelor degree,32,Private Employees,Lower Class,6,03:04:00,Daily,03:01:00,59,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,32,32,5,1,6,3.4,1,3.1,59,0.5666666666666667,0.5166666666666667,1.829,1.2710000000000001,0.2999999999999998,1.0,-1.9689841301249047,-0.2832393569136323,2
Jakarta,DKI Jakarta,Male,42,Islam,Minang,Bachelor degree,42,Government Employees,Lower Class,6,02:09:00,Daily,02:06:00,65,Disagree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Disagree,42,42,5,1,6,2.9,1,2.6,65,0.48333333333333334,0.43333333333333335,1.69,0.9100000000000001,0.2999999999999998,1.0,-2.2829813766756257,-0.15882844359451279,2
Jakarta,DKI Jakarta,Male,25,Protestant,Other,Senior High School,25,Government Employees,Middle Class,5,05:06:00,Weekly,05:03:00,41,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,25,25,3,2,5,5.6,2,5.3,41,1.1199999999999999,1.06,2.173,3.127,0.2999999999999998,1.0,-0.2268057305654768,0.2728669278180261,1
Jakarta,DKI Jakarta,Female,36,Islam,Java,Diploma,36,Enterpreneur,Upper Class,6,11:02:00,Monthly,10:09:00,26,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,36,36,4,3,6,11.2,3,10.9,26,1.8666666666666665,1.8166666666666667,2.8340000000000005,8.065999999999999,0.29999999999999893,1.0,2.3976562959516086,0.15624094368624034,3
Jakarta,DKI Jakarta,Male,50,Islam,Sunda,Senior High School,50,Enterpreneur,Lower Class,5,03:07:00,Daily,03:04:00,76,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,50,50,3,1,5,3.7,1,3.4,76,0.74,0.6799999999999999,2.5839999999999996,0.8160000000000003,0.30000000000000027,1.0,-2.369848147068839,-0.27639741177370397,2
Jakarta,DKI Jakarta,Male,55,Islam,Other,Senior High School,13,Enterpreneur,Upper Class,5,10:06:00,Monthly,10:03:00,22,Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,55,13,3,3,5,10.6,3,10.3,22,2.12,2.06,2.266,8.034,0.29999999999999893,0.23636363636363636,2.3412352547797193,0.2612296162191022,3
Jakarta,DKI Jakarta,Male,54,Hindu,Other,Diploma,19,Private Employees,Upper Class,6,11:02:00,Monthly,10:09:00,18,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,54,19,4,3,6,11.2,3,10.9,18,1.8666666666666665,1.8166666666666667,1.9620000000000002,8.938,0.29999999999999893,0.35185185185185186,2.626496049300877,0.12459492693618193,3
Jakarta,DKI Jakarta,Male,62,Protestant,Java,Diploma,12,Private Employees,Lower Class,6,03:08:00,Daily,03:05:00,57,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,62,12,4,1,6,3.8,1,3.5,57,0.6333333333333333,0.5833333333333334,1.995,1.505,0.2999999999999998,0.1935483870967742,-1.797880246556572,-0.37169198170640766,2
Jakarta,DKI Jakarta,Female,26,Protestant,Java,Bachelor degree,26,Private Employees,Middle Class,7,06:02:00,Weekly,05:09:00,43,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,26,26,5,2,7,6.2,2,5.9,43,0.8857142857142858,0.8428571428571429,2.5370000000000004,3.363,0.2999999999999998,1.0,-0.11317475105627044,0.1599667510976495,1
Jakarta,DKI Jakarta,Male,40,Protestant,Java,Diploma,40,Private Employees,Middle Class,6,05:08:00,Weekly,05:04:00,38,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,40,40,4,2,6,5.8,2,5.4,38,0.9666666666666667,0.9,2.052,3.3480000000000003,0.39999999999999947,1.0,-0.09827770294607723,0.2308312987303376,1
Jakarta,DKI Jakarta,Male,33,Islam,Minang,Diploma,33,Private Employees,Lower Class,6,03:01:00,Daily,02:07:00,61,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,33,33,4,1,6,3.1,1,2.7,61,0.5166666666666667,0.45,1.6470000000000002,1.053,0.3999999999999999,1.0,-2.125848379887568,-0.20481982477595853,2
Jakarta,DKI Jakarta,Female,33,Islam,Java,Bachelor degree,33,Private Employees,Middle Class,7,03:04:00,Weekly,03:00:00,58,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,33,33,5,2,7,3.4,2,3.0,58,0.4857142857142857,0.42857142857142855,1.74,1.26,0.3999999999999999,1.0,-1.3537407577053424,0.7931930642370475,2
